level,region,province,name,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
municipality,Region IV - A,Quezon,Guinayangan,646473,209959,436514,220992,218586,-4889,-2483,178731,-19749,158982
municipality,Region IV - A,Quezon,Gumaca,753825,158138,595687,334415,320285,-10140,3990,195532,-53654,141879
municipality,Region IV - A,Quezon,Infanta,896541,97856,798685,357065,277028,-15641,64397,344143,14232,358376
municipality,Region IV - A,Quezon,Jomalig,153377,53176,100201,85903,67831,-6507,11565,66246,-1883,64364
municipality,Region IV - A,Quezon,Lopez,1514366,522363,992004,415153,346758,-15789,52606,534756,58560,593317
municipality,Region IV - A,Quezon,Lucban,664359,96228,568130,286969,275534,-3236,8199,186941,-10946,175995
municipality,Region IV - A,Quezon,Macalelon,488477,86260,402217,154826,144945,-3222,6659,106670,-16798,89872
municipality,Region IV - A,Quezon,Mauban,3089363,1037771,2051592,982030,769007,-7652,205370,919858,138369,1058228
municipality,Region IV - A,Quezon,Mulanay,871260,224362,646899,304573,258018,-3317,43238,240786,-52967,187820
municipality,Region IV - A,Quezon,Padre Burgos,469801,97132,372669,133900,122818,-2432,8650,145144,11556,156700
municipality,Region IV - A,Quezon,Pagbilao,2198996,502223,1696773,664240,490722,-8037,165482,770250,118787,889037
municipality,Region IV - A,Quezon,Panukulan,534739,252352,282386,150773,145782,4351,9342,79775,-2234,77541
municipality,Region IV - A,Quezon,Patnanungan,227148,50283,176865,121328,96227,-6273,18828,70709,-3710,66999
municipality,Region IV - A,Quezon,Perez,253566,38646,214920,104550,96904,-7520,125,53610,-4332,49279
municipality,Region IV - A,Quezon,Pitogo,318731,63288,255444,128063,121471,-1165,5427,75992,12182,88174
municipality,Region IV - A,Quezon,Plaridel,186340,16893,169446,86591,78991,-1522,6078,24053,-7299,16754
municipality,Region IV - A,Quezon,Polilio,838875,179754,659122,242857,172380,23547,94025,215892,-29647,186245
municipality,Region IV - A,Quezon,Quezon,215457,40712,174745,110880,118798,10152,2234,101151,-12751,88399
municipality,Region IV - A,Quezon,Real,930914,273940,656974,318381,269427,-4550,44405,175611,14008,189619
municipality,Region IV - A,Quezon,Sampaloc,290561,57323,233238,120846,136940,-1787,-17881,64214,-26893,37321
municipality,Region IV - A,Quezon,San Andres,857368,131744,725624,193072,175112,-8585,9375,132000,7991,139991
municipality,Region IV - A,Quezon,San Antonio,507967,42917,465050,174638,148068,-4426,22144,60108,-3876,56232
municipality,Region IV - A,Quezon,San Francisco,674302,209637,464665,290760,278133,-5387,7240,200806,-43562,157244
municipality,Region IV - A,Quezon,San Narciso,948047,85455,862592,245835,192516,24660,77978,375239,9495,384734
municipality,Region IV - A,Quezon,Sariaya,1639432,637194,1002238,646311,568253,-41027,37031,280498,-32580,247917
municipality,Region IV - A,Quezon,Tagkawayan,1315528,351309,964219,340541,304188,-8054,28299,197712,-79103,118609
municipality,Region IV - A,Quezon,Tiaong,1757695,332466,1425229,432992,372276,-7523,53194,604770,11231,616000
municipality,Region IV - A,Quezon,Unisan,398936,62454,336481,151831,140600,-3113,8117,79597,-6191,73407
municipality,Region IV - A,Rizal,Angono,1431442,711441,720001,643338,608083,-6939,28315,111978,15605,127582
municipality,Region IV - A,Rizal,Baras,661747,109196,552551,333760,304351,-21115,8294,151229,-49445,101784
municipality,Region IV - A,Rizal,Binangonan,4396046,730572,3665474,1143548,838383,-2774,302391,768330,130277,898607
municipality,Region IV - A,Rizal,Cainta,4093794,2006140,2087655,2085739,2244097,-29601,-187960,707532,-55454,652078
municipality,Region IV - A,Rizal,Cardona,538706,184387,354320,213199,270011,75076,18263,56779,7482,64261
municipality,Region IV - A,Rizal,Jala-Jala,431500,99011,332489,169671,147592,-182,21897,126017,-7657,118359
municipality,Region IV - A,Rizal,Morong,795374,267992,527381,304351,322706,4918,-13437,134874,-12235,122639
municipality,Region IV - A,Rizal,Pililla,860568,520176,340393,344816,375514,23139,-7558,126531,22423,148954
municipality,Region IV - A,Rizal,Rodriguez,3074170,1006006,2068164,1456349,1383972,-17506,54871,867112,-12589,854523
municipality,Region IV - A,Rizal,San Mateo,2932196,1410076,1522120,1051708,943473,-20335,87900,630898,-3927,626971
municipality,Region IV - A,Rizal,Tanay,3045157,1089113,1956044,661324,571606,-27713,62005,736881,59070,795950
municipality,Region IV - A,Rizal,Taytay,3743366,714144,3029223,1706295,1752984,47199,510,1072408,-317450,754958
municipality,Region IV - A,Rizal,Teresa,666669,197479,469190,324195,327561,10821,7455,268381,-45084,223297
municipality,Region IV - B,Marinduque,Boac,1101293,258686,842608,345754,260631,-8900,76222,550779,-66756,484023
municipality,Region IV - B,Marinduque,Buenavista,450569,85006,365563,136673,123085,-2197,11391,57228,-5768,51460
municipality,Region IV - B,Marinduque,Gasan,683518,125332,558186,200143,162796,-6656,30691,278967,1034,280002
municipality,Region IV - B,Marinduque,Mogpog,547921,152709,395212,190673,154280,-7440,28954,170982,9094,180076
municipality,Region IV - B,Marinduque,Santa Cruz,821102,244415,576687,296543,340663,67747,23627,294625,-52712,241913
municipality,Region IV - B,Marinduque,Torrijos,396338,58176,338163,197735,198557,-2968,-3790,128807,-17290,111517
municipality,Region IV - B,Occidental Mindoro,Abra de Ilog,670282,77430,592851,283046,277750,-425,4871,224245,-53924,170321
municipality,Region IV - B,Occidental Mindoro,Calintaan,500147,149233,350914,223206,250032,47426,20601,90596,-16723,73873
municipality,Region IV - B,Occidental Mindoro,Looc,506790,45638,461152,107758,100009,13215,20964,104484,-7459,97025
municipality,Region IV - B,Occidental Mindoro,Lubang,361059,51738,309320,167224,169203,-2420,-4399,37266,-8844,28422
municipality,Region IV - B,Occidental Mindoro,Magsaysay,499457,104277,395180,288368,301260,-1975,-14867,103944,-33074,70870
municipality,Region IV - B,Occidental Mindoro,Mamburao,604444,294289,310154,259265,277200,29055,11119,125038,19536,144574
municipality,Region IV - B,Occidental Mindoro,Paluan,767364,75762,691602,257258,196980,-10246,50032,252654,-23798,228856
municipality,Region IV - B,Occidental Mindoro,Rizal,419184,123061,296124,228621,227919,492,1194,105965,-15435,90531
municipality,Region IV - B,Occidental Mindoro,Sablayan,1770735,213378,1557357,876856,807435,43125,112545,222513,-24487,198027
municipality,Region IV - B,Occidental Mindoro,San Jose,1971877,563712,1408165,802154,831621,-6704,-36171,420941,-82867,338073
municipality,Region IV - B,Occidental Mindoro,Sta. Cruz,759484,248990,510494,326342,297505,24899,53735,103725,26067,129793
municipality,Region IV - B,Oriental Mindoro,Baco,440838,37921,402917,207911,196251,6476,18135,48243,9887,58130
municipality,Region IV - B,Oriental Mindoro,Bansud,654257,116523,537734,253946,210782,-4983,38182,127925,-14522,113402
municipality,Region IV - B,Oriental Mindoro,Bongabong,1447276,345540,1101736,435293,376004,-36,59253,506561,-82653,423908
municipality,Region IV - B,Oriental Mindoro,Bulalacao,906380,196277,710103,243477,271651,45141,16967,43253,3413,46667
municipality,Region IV - B,Oriental Mindoro,Gloria,681869,120160,561710,257117,235344,-14369,7405,87733,24274,112007
municipality,Region IV - B,Oriental Mindoro,Mansalay,1405432,688098,717334,317437,305141,-2764,9533,167575,575,168149
municipality,Region IV - B,Oriental Mindoro,Naujan,1432801,312961,1119840,476144,561229,92276,7192,356658,-33011,323647
municipality,Region IV - B,Oriental Mindoro,Pinamalayan,1088144,367839,720304,396006,442542,-16658,-63193,310495,-45981,264514
municipality,Region IV - B,Oriental Mindoro,Pola,899781,152029,747752,168135,172581,-3954,-8400,177498,-14366,163132
municipality,Region IV - B,Oriental Mindoro,Puerto Galera,1031826,356807,675020,331286,373997,69344,26633,82961,2606,85566
municipality,Region IV - B,Oriental Mindoro,Roxas,558664,79259,479405,257435,213873,-3213,40349,178418,-21810,156608
municipality,Region IV - B,Oriental Mindoro,San Teodoro,568058,83693,484366,195265,180676,,14588,88617,-5260,83357
municipality,Region IV - B,Oriental Mindoro,Socorro,1052838,126735,926102,210004,252455,5404,-37047,121308,-6757,114552
municipality,Region IV - B,Oriental Mindoro,Victoria,824576,296897,527678,242886,288465,40944,-4635,155737,-24746,130991
municipality,Region IV - B,Palawan,Aborlan,1250952,247109,1003843,389712,318112,-16233,55366,502245,-30787,471458
municipality,Region IV - B,Palawan,Agutaya,260207,46559,213648,92912,79824,-1721,11366,71859,480,72339
municipality,Region IV - B,Palawan,Araceli,410650,214254,196396,142326,120244,-2941,19141,28298,51539,79838
municipality,Region IV - B,Palawan,Balabac,590053,79703,510350,300494,263635,-2031,34828,144159,5960,150119
municipality,Region IV - B,Palawan,Bataraza,2750424,674869,2075555,629628,550228,-14031,65369,464831,-121230,343602
municipality,Region IV - B,Palawan,Brooke's Point,1852191,428109,1424081,730485,586336,-44568,99582,480680,-147157,333523
municipality,Region IV - B,Palawan,Busuanga,484778,101302,383476,223995,182543,-14550,26902,88501,61,88562
municipality,Region IV - B,Palawan,Cagayancillo,,,,,,,,,,
municipality,Region IV - B,Palawan,Coron,1484709,562361,922348,496627,440615,-15253,40758,462267,1630,463897
municipality,Region IV - B,Palawan,Culion,,,,,,,,,,
municipality,Region IV - B,Palawan,Cuyo,512690,199006,313684,167699,142033,-6193,19472,164818,-6702,158115
municipality,Region IV - B,Palawan,Dumaran,733665,176835,556830,221602,208812,-5056,7734,86477,-5544,80934
municipality,Region IV - B,Palawan,El Nido,2235968,745550,1490418,691139,485677,-18462,187000,959531,112360,1071891
municipality,Region IV - B,Palawan,Kalayaan,326148,21931,304218,125043,112742,-2585,9716,50835,10226,61061
municipality,Region IV - B,Palawan,Linapacan,387827,84078,303749,145103,106973,-6570,31560,141631,12155,153786
municipality,Region IV - B,Palawan,Magsaysay,,,,,,,,,,
municipality,Region IV - B,Palawan,Narra,1739759,620409,1119350,562430,439296,-40471,82663,554054,-33691,520364
municipality,Region IV - B,Palawan,Quezon,1569849,372814,1197036,491917,375331,-24438,92148,641293,-9440,631853
municipality,Region IV - B,Palawan,Rizal,1465765,500190,965574,522723,491333,-14214,17175,403214,-4778,398436
municipality,Region IV - B,Palawan,Roxas,1527145,522530,1004615,558836,503370,-15462,40004,433147,3718,436865
municipality,Region IV - B,Palawan,San Vicente,1426022,211316,1214706,551371,451578,-17020,82773,535318,69697,605015
municipality,Region IV - B,Palawan,Sofronio Española,898878,344301,554577,292639,287974,-10865,-6200,137001,-66438,70563
municipality,Region IV - B,Palawan,Taytay,2098272,496780,1601492,611884,470609,-25148,116127,860522,35933,896455
municipality,Region IV - B,Romblon,Alcantara,241742,17984,223758,113140,98636,-3089,11415,46966,13819,60785
municipality,Region IV - B,Romblon,Banton,252316,19230,233086,76631,72737,9179,13073,42007,-6099,35908
municipality,Region IV - B,Romblon,Cajidiocan,580801,53802,526998,159685,137871,1923,23737,219212,-48986,170226
municipality,Region IV - B,Romblon,Calatrava,285396,40016,245380,101335,90135,-2251,8949,93692,22184,115876
municipality,Region IV - B,Romblon,Concepcion,256336,20267,236069,65521,49427,-1518,14576,73953,-10050,63902
municipality,Region IV - B,Romblon,Corcuera,329231,38264,290967,91808,86432,-3687,1689,29272,1971,31243
municipality,Region IV - B,Romblon,Ferrol,253422,34091,219331,77326,57662,-519,19144,22803,5822,28625
municipality,Region IV - B,Romblon,Looc,423673,92267,331406,153700,138757,-3395,11548,60483,-8637,51846
municipality,Region IV - B,Romblon,Magdiwang,439712,28466,411247,121355,98495,-3229,19631,76854,-16765,60090
municipality,Region IV - B,Romblon,Odiongan,660907,66743,594164,274111,226917,-2492,44703,245689,26,245715
municipality,Region IV - B,Romblon,Romblon,309443,28764,280679,194233,162368,-17483,14381,75738,-17435,58303
municipality,Region IV - B,Romblon,San Agustin,380651,60079,320572,159259,134082,-10216,14960,148984,-20289,128695
municipality,Region IV - B,Romblon,San Andres,311324,79270,232054,119805,101458,-2361,15986,77458,2633,80091
municipality,Region IV - B,Romblon,San Fernando,507028,116552,390476,165769,130152,-1669,33948,110475,8163,118638
municipality,Region IV - B,Romblon,San Jose,238040,45005,193035,89332,81721,-1187,6424,35371,-8499,26872
municipality,Region IV - B,Romblon,Santa Fe,356366,36850,319516,117061,102936,-2388,11737,64514,-2909,61605
municipality,Region IV - B,Romblon,Santa Maria,253829,30219,223611,83632,72653,-2039,8941,36650,191,36840
municipality,Region V,Albay,Bacacay,1124186,239704,884483,269224,209281,-513,59429,509130,116629,625759
municipality,Region V,Albay,Camalig,1376301,281808,1094494,313017,355364,-5018,-47365,183725,59306,243030
municipality,Region V,Albay,Daraga,3419845,1118742,2301103,569683,654456,22321,-62452,269569,76177,345746
municipality,Region V,Albay,Guinobatan,1460075,547177,912899,357707,327943,-1696,28068,458172,83827,541999
municipality,Region V,Albay,Jovellar,364712,44134,320578,119774,150709,50819,19885,92936,-53827,39108
municipality,Region V,Albay,Libon,1636687,474539,1162148,404805,247845,-6401,150559,321178,92830,414008
municipality,Region V,Albay,Malilipot,721045,107917,613128,167919,198964,104444,73400,140292,-10131,130162
municipality,Region V,Albay,Malinao,384020,38160,345860,200071,163800,-9079,27192,25194,26371,51565
municipality,Region V,Albay,Manito,957388,132045,825343,189851,206894,-6406,-23448,289894,-15297,274596
municipality,Region V,Albay,Oas,1439449,304426,1135022,326228,214754,-7437,104037,570417,39594,610011
municipality,Region V,Albay,Pio Duran,968282,389073,579209,216003,208979,-3103,3920,70600,-15811,54790
municipality,Region V,Albay,Polangui,2207706,1319265,888440,358926,367915,48430,39441,237150,740972,978122
municipality,Region V,Albay,Rapu-Rapu,683776,152582,531194,178452,158146,-6141,14165,278947,74898,353845
municipality,Region V,Albay,Sto. Domingo,743239,431447,311792,179835,138382,-1602,39852,69829,300882,370711
municipality,Region V,Albay,Tiwi,1179419,590519,588900,349848,322835,-7545,19467,426197,67837,494033
municipality,Region V,Camarines Norte,Basud,811653,200300,611353,232461,219299,-6690,6473,150432,-25203,125230
municipality,Region V,Camarines Norte,Capalonga,664339,90177,574162,215583,176867,-7532,31184,154218,-70271,83947
municipality,Region V,Camarines Norte,Daet,937131,178701,758430,506185,391598,-12022,102565,244938,22400,267338
municipality,Region V,Camarines Norte,Jose Panganiban,919143,236956,682188,282366,187481,-14006,80879,413169,6742,419911
municipality,Region V,Camarines Norte,Labo,2070179,222591,1847588,512542,401876,-28904,81762,577966,-176065,401901
municipality,Region V,Camarines Norte,Mercedes,798327,155944,642383,246892,235726,-2151,9014,180029,-32480,147549
municipality,Region V,Camarines Norte,Paracale,661342,175854,485488,258811,226395,-26393,6023,7684,-4461,3223
municipality,Region V,Camarines Norte,San Lorenzo Ruiz,474087,45126,428961,121652,92379,-340,28933,69904,-5882,64022
municipality,Region V,Camarines Norte,San Vicente,279862,127195,152667,98256,93060,5645,10841,25860,-3179,22681
municipality,Region V,Camarines Norte,Santa Elena,739403,211339,528064,216814,172523,-14416,29876,223590,-30337,193253
municipality,Region V,Camarines Norte,Talisay,638144,133582,504562,131256,137017,-3804,-9564,20365,10646,31011
municipality,Region V,Camarines Norte,Vinzons,655747,203580,452166,208772,185419,-5877,17476,88615,-23966,64649
municipality,Region V,Camarines Sur,Baao,742106,107418,634687,247151,241522,30410,36039,252905,-66005,186900
municipality,Region V,Camarines Sur,Balatan,574674,75000,499673,157719,152954,-3801,964,97567,-11990,85577
municipality,Region V,Camarines Sur,Bato,676534,302868,373666,209069,200774,-2460,5835,90496,3205,93701
municipality,Region V,Camarines Sur,Bombon,383422,71438,311984,101714,82317,-3318,16078,113241,8638,121879
municipality,Region V,Camarines Sur,Buhi,798424,157823,640601,313199,236289,-3229,73682,359393,-33663,325730
