psgc,level,name,region,province,assets,liabilities,equity,revenue,expenses,net_assistance_subsidy,surplus_deficit,cash_begin,net_cash,cash_end
1400114000,municipality,Luba,CAR,Abra,472132,93395,378737,224928,183426,-2489,39014,68377,92922,161299
1400115000,municipality,Malibcong,CAR,Abra,,,,,,,,,,
1400116000,municipality,Manabo,CAR,Abra,533724,162370,371354,136739,122103,-1069,13567,31054,19309,50363
1400117000,municipality,Peñarrubia,CAR,Abra,587861,54960,532901,113623,84356,-111,29156,22263,32162,54425
1400118000,municipality,Pidigan,CAR,Abra,,,,,,,,,,
1400119000,municipality,Pilar,CAR,Abra,3802175,89111,3713064,1293543,443906,-2365,847272,199536,428255,627790
1400120000,municipality,Sal-lapadan,CAR,Abra,614794,173927,440867,116054,90508,-762,24784,45100,97930,143030
1400121000,municipality,San Isidro,CAR,Abra,,,,,,,,,,
1400122000,municipality,San Juan,CAR,Abra,491347,27199,464148,131633,97341,,34292,18262,22969,41230
1400123000,municipality,San Quintin,CAR,Abra,483039,12122,470917,132752,110768,-2557,19427,29095,13488,42582
1400124000,municipality,Tayum,CAR,Abra,904652,110327,794325,248122,210214,10857,48765,37676,31135,68811
1400125000,municipality,Tineg,CAR,Abra,959569,102234,857334,267631,227813,-5120,34699,87153,7518,94671
1400126000,municipality,Tubo,CAR,Abra,556493,80732,475761,204806,162175,-89,42541,34417,49340,83758
1400127000,municipality,Villaviciosa,CAR,Abra,,,,,,,,,,
1408101000,municipality,Calanasan,CAR,Apayao,1196910,92096,1104813,402771,350545,185352,237578,317739,-70966,246773
1408102000,municipality,Conner,CAR,Apayao,914821,219400,695421,295968,270453,-7095,18420,107721,36302,144023
1408103000,municipality,Flora,CAR,Apayao,600438,97534,502903,189159,186185,92705,95679,106147,19472,125620
1408104000,municipality,Kabugao,CAR,Apayao,927700,64881,862819,322696,250263,-4764,67669,228100,35982,264082
1408105000,municipality,Luna,CAR,Apayao,575245,32521,542724,268378,201008,-1419,65951,211599,-5024,206575
1408106000,municipality,Pudtol,CAR,Apayao,535775,322847,212929,182831,176501,,6329,106626,-1952,104674
1408107000,municipality,Sta. Marcela,CAR,Apayao,433288,42679,390609,136084,109146,-35,26902,56571,-4577,51994
1401101000,municipality,Atok,CAR,Benguet,511327,60992,450335,158983,132714,-3434,22836,244270,20648,264918
1401103000,municipality,Bakun,CAR,Benguet,480805,60392,420414,166832,137781,-6606,22445,71850,7745,79595
1401104000,municipality,Bokod,CAR,Benguet,905751,81384,824366,195923,220012,-3514,-27603,195679,-59679,136000
1401105000,municipality,Buguias,CAR,Benguet,8217288,52022,8165266,293249,170334,-5009,117907,197798,22751,220550
1401106000,municipality,Itogon,CAR,Benguet,2019833,287709,1732124,426488,417935,51153,59706,439414,-85776,353638
1401107000,municipality,Kabayan,CAR,Benguet,440350,100620,339730,162023,130726,-4025,27273,108365,2925,111290
1401108000,municipality,Kapangan,CAR,Benguet,333259,29224,304035,144482,145120,-2741,-3378,42762,-2817,39945
1401109000,municipality,Kibungan,CAR,Benguet,335359,32889,302470,157562,148308,-2674,6579,58928,8718,67645
1401110000,municipality,La Trinidad,CAR,Benguet,2600912,266223,2334690,739246,535358,-38533,165354,1098133,54207,1152340
1401111000,municipality,Mankayan,CAR,Benguet,625681,64657,561024,237883,182026,-6866,48991,168521,45064,213585
1401112000,municipality,Sablan,CAR,Benguet,229229,34589,194640,118218,101655,-2028,14535,93114,-2512,90602
1401113000,municipality,Tuba,CAR,Benguet,1286193,115055,1171138,314582,316600,-11021,-13039,215909,-38828,177081
1401114000,municipality,Tublay,CAR,Benguet,278265,70843,207422,130278,113681,-2601,13996,79795,15268,95063
1402708000,municipality,Aguinaldo,CAR,Ifugao,827389,255688,571702,207214,183857,-12081,11275,240327,-53925,186402
1402707000,municipality,Alfonso Lista,CAR,Ifugao,631172,136529,494644,292709,278799,-2066,11845,128914,-4045,124869
1402711000,municipality,Asipulo,CAR,Ifugao,294214,51109,243105,135290,120738,-15356,-804,12600,-1502,11098
1402701000,municipality,Banaue,CAR,Ifugao,864460,122768,741691,156045,187435,-2630,-34020,66971,66065,133036
1402709000,municipality,Hingyon,CAR,Ifugao,264260,25534,238726,89868,86726,-866,2276,62991,-16776,46215
1402702000,municipality,Hungduan,CAR,Ifugao,233686,62815,170871,170373,157867,1778,14284,65100,26822,91922
1402703000,municipality,Kiangan,CAR,Ifugao,360615,90935,269680,149237,119695,-31923,-2381,106286,11492,117778
1402704000,municipality,Lagawe,CAR,Ifugao,321691,59205,262486,166126,157246,-2473,6407,46781,-11871,34910
1402705000,municipality,Lamut,CAR,Ifugao,416413,42113,374300,173286,159881,17409,30814,101493,-17668,83825
1402706000,municipality,Mayoyao,CAR,Ifugao,536810,79374,457436,184189,138734,-4856,40599,119437,20191,139628
1402710000,municipality,Tinoc,CAR,Ifugao,645836,101045,544792,157957,145571,-404,11983,121991,-10428,111564
1403201000,municipality,Balbalan,CAR,Kalinga,761767,209830,551937,224620,172004,21397,74013,177606,56665,234271
1403206000,municipality,Lubuagan,CAR,Kalinga,496633,140299,356335,131316,102851,-2537,25928,155816,42142,197958
1403208000,municipality,Pasil,CAR,Kalinga,301989,174107,127882,122704,116709,-534,5461,36567,5829,42396
1403209000,municipality,Pinukpuk,CAR,Kalinga,1147865,96948,1050917,320747,202640,8519,126626,518333,9177,527509
1403211000,municipality,Rizal,CAR,Kalinga,594526,57389,537137,163466,179927,-2900,-19360,26358,-2090,24268
1403214000,municipality,Tanudan,CAR,Kalinga,423866,81067,342800,147540,132321,-8255,6964,32554,5900,38454
1403215000,municipality,Tinglayan,CAR,Kalinga,273403,80155,193248,153637,141524,-7907,4206,68382,36419,104801
1404401000,municipality,Barlig,CAR,Mt. Province,301695,27810,273886,120111,109023,-2540,8547,41109,-1512,39597
1404402000,municipality,Bauko,CAR,Mt. Province,283073,185163,97909,176218,168494,-7750,-26,86062,-34248,51814
1404403000,municipality,Besao,CAR,Mt. Province,465241,145611,319630,107919,100064,-6590,1265,54941,72519,127460
1404404000,municipality,Bontoc,CAR,Mt. Province,455248,114073,341174,236934,217400,-5405,14129,124791,-14395,110396
1404405000,municipality,Natonin,CAR,Mt. Province,222020,110303,111717,137293,134660,-3395,-762,32051,14201,46251
1404406000,municipality,Paracelis,CAR,Mt. Province,765206,442103,323103,269008,284557,19070,3521,175543,160417,335960
1404407000,municipality,Sabangan,CAR,Mt. Province,443884,182588,261296,109827,111309,-4785,-6268,37455,22436,59890
1404408000,municipality,Sadanga,CAR,Mt. Province,335333,35380,299953,92008,93089,-2859,-3940,121309,-39304,82004
1404409000,municipality,Sagada,CAR,Mt. Province,383470,148101,235369,119360,105658,-2947,10755,124348,-21067,103281
1404410000,municipality,Tadian,CAR,Mt. Province,346720,231260,115460,141519,133728,-2980,4811,75440,116880,192320
0102801000,municipality,Adams,Region I,Ilocos Norte,335374,26798,308575,142390,104977,-4284,33129,59365,38544,97908
0102802000,municipality,Bacarra,Region I,Ilocos Norte,468701,185743,282958,254813,196210,6961,65564,110248,32557,142805
0102803000,municipality,Badoc,Region I,Ilocos Norte,1207649,142577,1065072,552936,328860,-22831,201246,278240,124768,403008
0102804000,municipality,Bangui,Region I,Ilocos Norte,589584,81905,507679,214440,150472,-3892,60076,156288,28251,184539
0102811000,municipality,Banna,Region I,Ilocos Norte,1308074,165392,1142682,446107,153901,-3111,289095,490586,240387,730973
0102806000,municipality,Burgos,Region I,Ilocos Norte,984286,357063,627224,227151,161566,-9601,55984,442056,65459,507515
0102807000,municipality,Carasi,Region I,Ilocos Norte,261829,33753,228075,122525,90507,-3634,28384,95704,26365,122069
0102808000,municipality,Currimao,Region I,Ilocos Norte,669762,178947,490815,327828,161399,-21944,144485,207227,95378,302605
0102809000,municipality,Dingras,Region I,Ilocos Norte,1296263,313990,982272,383634,210379,-12522,160733,239089,57335,296424
0102810000,municipality,Dumalneg,Region I,Ilocos Norte,391710,40024,351686,129443,83033,-1617,44793,114841,38622,153464
0102813000,municipality,Marcos,Region I,Ilocos Norte,1000945,183575,817370,365136,206765,3284,161655,226720,101374,328093
0102814000,municipality,Nueva Era,Region I,Ilocos Norte,1253251,177547,1075704,337635,170918,-2286,164430,220998,23563,244561
0102815000,municipality,Pagudpud,Region I,Ilocos Norte,743175,228484,514691,277623,226456,-1653,49513,356874,-92233,264641
0102816000,municipality,Paoay,Region I,Ilocos Norte,783120,108756,674364,206971,152797,-3652,50522,282337,80600,362937
0102817000,municipality,Pasuquin,Region I,Ilocos Norte,947759,335036,612723,268056,216486,-4084,47486,134315,84718,219033
0102818000,municipality,Piddig,Region I,Ilocos Norte,1224939,134132,1090807,483836,198019,-491,285326,239176,243690,482866
0102819000,municipality,Pinili,Region I,Ilocos Norte,2532730,185019,2347711,1056548,221667,363,835244,473635,555610,1029245
0102820000,municipality,San Nicolas,Region I,Ilocos Norte,1294630,283815,1010815,358850,339194,-5827,13829,286701,36215,322916
0102821000,municipality,Sarrat,Region I,Ilocos Norte,760394,53083,707311,219994,152711,-5178,62105,171390,13731,185121
0102822000,municipality,Solsona,Region I,Ilocos Norte,570330,93984,476347,239509,192634,-1285,45590,193592,8730,202322
0102823000,municipality,Vintar,Region I,Ilocos Norte,990467,131654,858813,407793,272272,-16826,118696,414588,-158226,256363
0102901000,municipality,Alilem,Region I,Ilocos Sur,972244,69406,902838,309011,142515,-2031,164465,297071,45017,342089
0102902000,municipality,Banayoyo,Region I,Ilocos Sur,2210604,121926,2088678,451811,103232,-2913,345667,300646,169914,470559
0102903000,municipality,Bantay,Region I,Ilocos Sur,987578,95626,891952,344832,291287,3261,56807,65230,59947,125177
0102904000,municipality,Burgos,Region I,Ilocos Sur,2507032,104970,2402061,942902,358329,-2546,582028,509001,343896,852897
0102905000,municipality,Cabugao,Region I,Ilocos Sur,4115369,854388,3260981,1451360,585432,7600,873528,436661,565723,1002384
0102907000,municipality,Caoayan,Region I,Ilocos Sur,830045,100367,729678,276282,140306,-1130,134845,60391,46348,106740
0102908000,municipality,Cervantes,Region I,Ilocos Sur,1102416,45413,1057003,293997,136122,1953,159828,34298,74640,108938
0102910000,municipality,G. Del Pilar,Region I,Ilocos Sur,1406627,54626,1352001,331001,157397,3635,177239,332990,47133,380123
0102909000,municipality,Galimuyod,Region I,Ilocos Sur,1266444,91539,1174905,625115,617836,-1342,5937,340475,248020,588495
0102911000,municipality,Lidlidda,Region I,Ilocos Sur,1386012,34793,1351218,474699,116975,-1113,356610,108754,165928,274682
0102912000,municipality,Magsingal,Region I,Ilocos Sur,4353464,178046,4175418,1506412,302833,-3540,1200039,172138,697687,869825
0102913000,municipality,Nagbukel,Region I,Ilocos Sur,1588021,24165,1563856,366096,169776,-1439,194881,470859,-42531,428328
0102914000,municipality,Narvacan,Region I,Ilocos Sur,4472902,1293067,3179834,682762,203872,-4538,474352,673077,422149,1095226
0102915000,municipality,Quirino,Region I,Ilocos Sur,1325100,97158,1227942,335174,197987,-2356,134831,159401,45846,205246
0102916000,municipality,Salcedo,Region I,Ilocos Sur,2742938,233797,2509141,666167,305396,-2568,358203,1559977,202004,1761982
0102917000,municipality,San Emilio,Region I,Ilocos Sur,2677123,104518,2572605,542287,199588,-2472,340226,494648,208177,702825
0102918000,municipality,San Esteban,Region I,Ilocos Sur,1996702,93872,1902830,487276,126032,-2036,359208,207210,135193,342402
0102919000,municipality,San Ildefonso,Region I,Ilocos Sur,711059,31394,679665,242342,155911,3438,89868,98888,62548,161436
0102920000,municipality,San Juan,Region I,Ilocos Sur,3150492,176901,2973591,1124910,107760,30,1017180,710811,483140,1193951
0102921000,municipality,San Vicente,Region I,Ilocos Sur,531117,27257,503860,222387,110995,206,111597,10176,52539,62715
0102922000,municipality,Santa,Region I,Ilocos Sur,987642,26834,960808,251027,128712,-2291,120023,65410,71574,136983
0102927000,municipality,Santiago,Region I,Ilocos Sur,2538311,47295,2491016,624810,161731,-923,462156,276558,69306,345864
0102929000,municipality,Sigay,Region I,Ilocos Sur,1719570,79889,1639681,298183,97034,-1805,199345,213875,88233,302108
0102930000,municipality,Sinait,Region I,Ilocos Sur,3316613,388933,2927680,1221580,457936,-2534,761109,1519755,689898,2209653
0102923000,municipality,Sta. Catalina,Region I,Ilocos Sur,625114,57249,567864,219305,119432,-18727,81145,170107,64703,234811
0102924000,municipality,Sta. Cruz,Region I,Ilocos Sur,4167818,173161,3994657,948724,224241,-2731,721752,589419,171746,761165
0102925000,municipality,Sta. Lucia,Region I,Ilocos Sur,2729226,641288,2087938,853076,308661,-3316,541099,679224,314388,993612
0102926000,municipality,Sta. Maria,Region I,Ilocos Sur,3302097,347042,2955055,663250,231192,-4414,427644,564230,282413,846644
0102928000,municipality,Sto. Domingo,Region I,Ilocos Sur,1288915,47014,1241901,371522,233282,3904,142144,78240,93674,171914
0102931000,municipality,Sugpon,Region I,Ilocos Sur,916791,166569,750222,223680,87395,-1365,134920,262768,60329,323097
0102932000,municipality,Suyo,Region I,Ilocos Sur,754816,53428,701388,295307,160632,-1929,132746,99455,94502,193956
0102933000,municipality,Tagudin,Region I,Ilocos Sur,1368630,100844,1267786,458462,309104,5471,154829,307037,72405,379442
0103301000,municipality,Agoo,Region I,La Union,2169895,289023,1880873,463136,379771,-2884,80481,190551,120946,311497
0103302000,municipality,Aringay,Region I,La Union,1031253,151365,879888,300788,221766,-2606,76416,160171,43083,203254
0103303000,municipality,Bacnotan,Region I,La Union,2039889,403932,1635956,390279,298562,-3457,88260,479462,137895,617357
0103304000,municipality,Baguilin,Region I,La Union,663423,141751,521673,150618,139064,8648,20202,56845,25764,82608
0103305000,municipality,Balaoan,Region I,La Union,3595475,259297,3336177,1303649,354325,-3780,945544,1178183,665634,1843817
0103306000,municipality,Bangar,Region I,La Union,1107476,263098,844378,266094,240477,6184,31801,212369,-35655,176714
0103307000,municipality,Bauang,Region I,La Union,1920195,430212,1489983,466165,420388,29641,75417,396288,33551,429840
0103308000,municipality,Burgos,Region I,La Union,438799,15295,423505,133491,110461,58124,81154,84869,-29997,54872
0103309000,municipality,Caba,Region I,La Union,646709,95959,550750,175749,143964,-3525,28259,68511,22479,90990
0103310000,municipality,Luna,Region I,La Union,534195,43918,490278,220635,210258,23937,34314,73283,10978,84262
0103311000,municipality,Naguilian,Region I,La Union,1334110,209242,1124868,320929,244666,38239,114502,182616,32308,214924
0103312000,municipality,Pugo,Region I,La Union,698953,97326,601627,162477,124445,-823,37208,149252,1959,151211
0103313000,municipality,Rosario,Region I,La Union,924126,162593,761533,378456,303346,-5792,69318,279847,22112,301959
0103315000,municipality,San Gabriel,Region I,La Union,577781,57646,520135,176442,150420,5529,31552,139357,16472,155828
0103316000,municipality,San Juan,Region I,La Union,1175194,120062,1055132,350665,273638,5055,82083,313895,29745,343640
0103317000,municipality,Santo Tomas,Region I,La Union,1234439,94726,1139713,248830,183970,13642,78502,488192,8585,496777
0103318000,municipality,Santol,Region I,La Union,1024150,69069,955080,296281,111396,24600,209484,88993,51708,140702
0103319000,municipality,Sudipen,Region I,La Union,954298,131951,822347,461638,193423,6203,274418,158309,40361,198669
0103320000,municipality,Tubao,Region I,La Union,436347,49847,386500,155516,120692,8870,43693,64493,34626,99119
0105501000,municipality,Agno,Region I,Pangasinan,436732,48347,388386,183264,162083,-3813,17368,96918,12273,109191
0105502000,municipality,Aguilar,Region I,Pangasinan,671893,105626,566267,227720,248966,-5382,-26628,86926,53081,140006
0105504000,municipality,Alcala,Region I,Pangasinan,798117,68636,729481,334943,238983,-11600,84360,112520,49126,161646
0105505000,municipality,Anda,Region I,Pangasinan,734587,52204,682383,231561,179608,-3287,48666,151588,5802,157390
0105506000,municipality,Asingan,Region I,Pangasinan,781515,227516,553999,239757,220076,-5271,14410,106117,75233,181350
0105507000,municipality,Balungao,Region I,Pangasinan,874358,38938,835420,235937,174360,-2347,59229,155405,-2500,152905
0105508000,municipality,Bani,Region I,Pangasinan,843256,149142,694114,250938,246598,-1085,3255,52458,32828,85286
0105509000,municipality,Basista,Region I,Pangasinan,244474,34322,210152,161351,139316,-3854,18181,24068,961,25029
0105510000,municipality,Bautista,Region I,Pangasinan,300599,38908,261691,156928,132361,-8513,16054,78587,-9283,69304
0105511000,municipality,Bayambang,Region I,Pangasinan,2125059,490278,1634781,545299,536576,-8822,-99,246733,52632,299365
0105512000,municipality,Binalonan,Region I,Pangasinan,1692938,382676,1310262,532543,289622,-8721,234200,688206,-62724,625482
0105513000,municipality,Binmaley,Region I,Pangasinan,1176288,177047,999241,328496,249163,,79333,246096,42463,288559
0105514000,municipality,Bolinao,Region I,Pangasinan,1939112,316943,1622168,653318,423832,-7974,221512,437215,54647,491862
0105515000,municipality,Bugallon,Region I,Pangasinan,587195,188519,398676,320585,266329,-5091,49166,119237,34449,153685
0105516000,municipality,Burgos,Region I,Pangasinan,359459,60635,298823,161013,142379,-6241,12393,21398,17451,38849
0105517000,municipality,Calasiao,Region I,Pangasinan,971251,215182,756069,439150,377519,-1850,59781,90445,-7495,82950
0105519000,municipality,Dasol,Region I,Pangasinan,624995,64581,560414,188960,168827,-4486,15647,121108,3614,124721
0105520000,municipality,Infanta,Region I,Pangasinan,566466,128447,438019,223427,195864,-3877,23687,77166,-24165,53001
0105521000,municipality,Labrador,Region I,Pangasinan,411181,36028,375153,150906,129770,-3448,17687,69612,-17933,51679
0105548000,municipality,Laoac,Region I,Pangasinan,629473,37524,591949,195553,167617,-4471,23464,43989,20340,64329
